geoid,lat,lon
100030148084,39.6199255,-75.7030279
100010410001,39.177579,-75.4803564
100010402012,39.3002114,-75.6111922
100050504083,38.6328808,-75.5787485
100010407001,39.1785893,-75.5696725
100010402041,39.292559,-75.6075586
100050508071,38.7543401,-75.2279028
100050510151,38.7038631,-75.1417139
100050507013,38.6649619,-75.2674558
100010418022,39.1508201,-75.5736114
100030136131,39.7596135,-75.6701932
100030136132,39.7417517,-75.6817202
100030155021,39.7108386,-75.5418687
100030152004,39.6904831,-75.5933227
100030154001,39.714862,-75.5538721
100030136102,39.7045945,-75.7442607
100030136103,39.6989158,-75.7394221
100030115003,39.7991116,-75.5434765
100030115002,39.8052232,-75.5450586
100030140004,39.680169,-75.6852529
100030138003,39.6864592,-75.6420907
100050505031,38.6926461,-75.3951418
100030024004,39.7455025,-75.5798484
100050507081,38.6082674,-75.1728804
100050507063,38.625404,-75.1499318
100030163081,39.6383944,-75.6179846
100010402042,39.2723653,-75.6286094
100050512033,38.5292852,-75.0605767
100050512042,38.5352532,-75.0563995
100030152005,39.7076437,-75.5827402
100050509041,38.7562871,-75.1559545
100030163063,39.6301015,-75.6426525
100030117002,39.78996,-75.5576189
100030119001,39.7623648,-75.589009
100030135015,39.7916106,-75.6633031
100030166091,39.4862444,-75.7454151
100030135082,39.7845977,-75.6900066
100030148133,39.6319333,-75.7469026
100030139053,39.6544259,-75.6723045
100050512032,38.5349139,-75.0608563
100030141002,39.6756301,-75.7121706
100030029004,39.7415938,-75.5440631
100030013004,39.7624023,-75.5744202
100030014001,39.7533655,-75.5654553
100030016001,39.748592,-75.5545593
100030016003,39.7463949,-75.556962
100050501012,38.8800416,-75.4899425
100050513022,38.5021957,-75.138138
100050517021,38.4908245,-75.3885396
100030029001,39.7364528,-75.5339162
100010402061,39.2502809,-75.6155579
100010401004,39.2582148,-75.6843658
100010401001,39.2290259,-75.7002965
100010402033,39.2931337,-75.5952464
100010422033,39.1031881,-75.4932963
100010422042,39.0793182,-75.521931
100010422032,39.0915211,-75.4817479
100010428021,39.0241883,-75.584154
100010422071,39.0678703,-75.4808118
100010418031,39.2185114,-75.5948388
100010434003,38.9576154,-75.4585146
100010428023,38.9802291,-75.584456
100010428022,38.9906228,-75.5454696
100030151002,39.6695711,-75.5786529
100050512044,38.5210253,-75.0606791
100010417022,39.1030796,-75.5332942
100010430003,38.9248772,-75.5551688
100010431001,38.9246882,-75.6746398
100030150001,39.6853137,-75.6104051
100010417013,39.1038495,-75.5466284
100010422031,39.0864768,-75.5020596
100010411012,39.115027,-75.4907621
100030149072,39.6475345,-75.6623653
100010417012,39.1150366,-75.5475406
100010414001,39.1462564,-75.5445601
100010433001,39.1883763,-75.5523917
100010430002,38.909669,-75.588268
100050513091,38.4783607,-75.0906499
100050501034,38.9188819,-75.3540819
100030169041,39.3736223,-75.5806553
100030104002,39.789124,-75.4790525
100030148081,39.6278658,-75.7153163
100030148122,39.5877258,-75.756913
100030101061,39.8184184,-75.4554644
100030150002,39.6763988,-75.6329416
100030168061,39.4099111,-75.7157825
100030101052,39.8146293,-75.461348
100030143011,39.7123136,-75.7718515
100030149035,39.6257128,-75.6904537
100030003001,39.759632,-75.5365028
100030030021,39.7418178,-75.5312818
100030148033,39.6565035,-75.7731859
100010402011,39.2883983,-75.6425815
100050512052,38.4586416,-75.0573847
100030168051,39.3508117,-75.7232541
100030163062,39.6426724,-75.6303202
100050505051,38.672797,-75.374155
100050507072,38.6212763,-75.1624811
100050507101,38.6362525,-75.1440116
100010409001,39.167007,-75.5260537
100030149062,39.6347499,-75.6705814
100030136074,39.7347202,-75.6911909
100030148131,39.6360432,-75.7665655
100030168062,39.3968179,-75.7458917
100010412003,39.1465772,-75.5091685
100010402043,39.2822727,-75.6184968
100050512022,38.5465219,-75.0558009
100030136071,39.7433384,-75.7059913
100030139033,39.6371262,-75.6928318
100010409002,39.1715384,-75.5230635
100050511012,38.7230698,-75.0764469
100050501032,38.8953894,-75.3955852
100050504031,38.6059511,-75.6011379
100030149071,39.6556064,-75.6609538
100050502002,38.7636048,-75.3803618
100050504011,38.6755109,-75.6716936
100050507011,38.6141965,-75.2556129
100050503021,38.7323457,-75.5504649
100050513021,38.5217794,-75.1719538
100050502001,38.7812172,-75.4547617
100050517023,38.5148169,-75.4977843
100030019021,39.7156454,-75.527503
100030002002,39.763073,-75.5225935
100030002003,39.7658201,-75.5282261
100030002005,39.7592325,-75.5297229
100030002006,39.763293,-75.5351705
100030136122,39.7565955,-75.6851825
100010418043,39.1617377,-75.5889695
100050510171,38.7159068,-75.116793
100050510102,38.7222553,-75.1632519
100050512012,38.5715661,-75.0869864
100050517022,38.4727211,-75.504803
100050501042,38.8933784,-75.4232538
100030114002,39.7985054,-75.5189048
100030141001,39.6802626,-75.7042916
100050504073,38.6524746,-75.5667992
100050504082,38.6164384,-75.5440998
100030120003,39.7292219,-75.6263051
100030121001,39.7548396,-75.6167937
100030150005,39.6654648,-75.6338437
100030147052,39.6566429,-75.7174781
100010416001,39.1241589,-75.5255515
100030125005,39.7289753,-75.5909789
100030126001,39.7268043,-75.6105389
100050504064,38.645572,-75.601155
100050515012,38.5543397,-75.2107896
100050508064,38.7415967,-75.2434156
100050503041,38.7449888,-75.6718482
100050503043,38.7472845,-75.6046785
100050503032,38.7914357,-75.6136362
100050518014,38.561625,-75.6412155
100050514001,38.4626429,-75.2782797
100050518013,38.5332354,-75.656823
100050504032,38.6192167,-75.6170567
100010432023,39.0470748,-75.4339154
100010401003,39.282478,-75.7218394
100030149092,39.6605107,-75.6242014
100030150004,39.6690729,-75.6229573
100030147033,39.668147,-75.7227325
100030147051,39.6589328,-75.7310456
100030147032,39.6663297,-75.732548
100030135051,39.776189,-75.726605
100050504061,38.6802631,-75.6050766
100030134001,39.7473412,-75.6504178
100030030022,39.7490866,-75.5244695
100030009001,39.7439439,-75.5397778
100030009002,39.7439149,-75.5424423
100030009003,39.7473972,-75.5430388
100030112061,39.8152644,-75.5180217
100050504062,38.6567752,-75.6091938
100050505011,38.6518341,-75.3941574
100030141003,39.6776472,-75.7213395
100030155022,39.6987237,-75.5360656
100030005003,39.7538422,-75.5411254
100030149031,39.621771,-75.6948784
100030014002,39.7506667,-75.5674496
100030145021,39.6712492,-75.7428051
100030013002,39.7607434,-75.5671616
100030013003,39.7561846,-75.5735113
100030138002,39.6839399,-75.6651451
100030140002,39.6831601,-75.6930038
100030136073,39.7279468,-75.6982828
100030011001,39.757311,-75.5572731
100030011002,39.7537555,-75.5554281
100030025003,39.7443442,-75.5740847
100030026001,39.7409493,-75.5683694
100010405013,39.2177775,-75.5663904
100030104003,39.7937009,-75.4836464
100030148123,39.5970416,-75.759683
100030163013,39.6052124,-75.6793557
100030148141,39.6125325,-75.7695341
100030135083,39.7756952,-75.7036626
100030148113,39.5658875,-75.7463128
100030107032,39.7625028,-75.5083954
100030136043,39.7216103,-75.6704146
100010420002,39.041938,-75.6716394
100050518011,38.5801486,-75.576942
100050513092,38.468645,-75.0745344
100010417011,39.1109037,-75.5624745
100010434001,39.0029977,-75.4929457
100010432024,38.9797008,-75.3596974
100010421002,39.0856687,-75.5855548
100010402032,39.2572914,-75.5832918
100030107041,39.7550098,-75.5154567
100030163014,39.6172395,-75.6682597
100030006013,39.7493388,-75.5320991
100030006022,39.7472882,-75.5363302
100030006023,39.751132,-75.5393874
100050510173,38.71189,-75.1230166
100050510132,38.6965153,-75.1972656
100050515011,38.5238799,-75.219677
100050503023,38.778687,-75.5375197
100050501033,38.8946275,-75.4053167
100050511022,38.7111992,-75.0869955
100030149082,39.6551469,-75.6299419
100030143021,39.6958271,-75.7816125
100030136142,39.7147662,-75.6524113
100030011003,39.7546188,-75.5604397
100030012001,39.7606189,-75.5615216
100030012002,39.7571669,-75.5645216
100030013001,39.7664064,-75.5664895
100030135071,39.7737124,-75.6762927
100030136151,39.7031422,-75.6846502
100030136152,39.708527,-75.6788203
100030145022,39.6786306,-75.7488681
100030116002,39.7922847,-75.5359599
100050506013,38.5858153,-75.3575743
100050508062,38.7748903,-75.2649708
100050504063,38.6437073,-75.6128278
100030029002,39.7359958,-75.5463989
100030021001,39.7434696,-75.5564387
100030021002,39.7417207,-75.5579392
100030022002,39.7431354,-75.5626817
100030022003,39.7442471,-75.5654215
100030023001,39.7462078,-75.5669664
100030149042,39.6554288,-75.642782
100030129001,39.7274966,-75.5714541
100030129002,39.7255514,-75.5834815
100030149034,39.6259397,-75.6842693
100030108001,39.7720732,-75.5115544
100030108002,39.7826993,-75.5279502
100030109001,39.7944846,-75.5090268
100010418042,39.1746061,-75.6152318
100010432022,39.0116147,-75.4044664
100010425001,38.9279184,-75.4160299
100050512034,38.528635,-75.0681351
100030110003,39.7906124,-75.5027283
100030110002,39.7939807,-75.4968734
100030111001,39.8054321,-75.4905425
100030156002,39.7012088,-75.5591788
100050510162,38.6952155,-75.1058364
100050510101,38.7089525,-75.1790063
100050510161,38.7066707,-75.098799
100010422051,39.0526419,-75.5434995
100030162001,39.6542815,-75.5744157
100030161002,39.6631154,-75.560211
100010402051,39.2715063,-75.6001932
100050507111,38.6304694,-75.1310937
100050507112,38.6332096,-75.107856
100050513023,38.5244324,-75.1318967
100030132001,39.7375399,-75.6419384
100030132002,39.7336163,-75.6441754
100030126003,39.7197649,-75.6012651
100030127001,39.718333,-75.6194996
100030166123,39.4837977,-75.6729751
100030166141,39.4436367,-75.704757
100030136104,39.6980048,-75.728549
100030002004,39.7637686,-75.5314488
100010415001,39.1378469,-75.5337187
100030015002,39.7480774,-75.5611167
100030158021,39.6826083,-75.5427534
100030138001,39.6940747,-75.6824556
100030124001,39.7356097,-75.5929291
100030024002,39.7538249,-75.5840246
100030026002,39.7397328,-75.5643314
100030026004,39.7372577,-75.5698144
100030112033,39.8228807,-75.4705149
100030123001,39.7412188,-75.5972706
100030163092,39.6656914,-75.5970439
100050507032,38.6004581,-75.190581
100030027001,39.7342014,-75.5618646
100030027002,39.733372,-75.5697645
100030117004,39.8230171,-75.5600739
100050501051,38.8512713,-75.4242099
100030149093,39.6614431,-75.6144637
100030149081,39.65172,-75.6281258
100030149091,39.6600661,-75.6342997
100030132003,39.7326931,-75.6509948
100030133001,39.7288483,-75.6567114
100030166142,39.4477091,-75.6816768
100030136113,39.7157895,-75.7065099
100030107042,39.7498403,-75.5006684
100010418032,39.2013163,-75.5952608
100010402053,39.2759673,-75.6064016
100050501043,38.9131778,-75.4160112
100050504012,38.6092209,-75.6742498
100050505033,38.7044668,-75.3756906
100050506032,38.5875753,-75.3167087
100050505061,38.6948466,-75.3429154
100050510103,38.7317683,-75.1436091
100030118002,39.7759063,-75.584793
100030137001,39.7034081,-75.7027035
100030164012,39.566132,-75.6684515
100010433003,39.1654489,-75.5372695
100050512041,38.5035715,-75.0518655
100050508012,38.7781692,-75.327244
100050505012,38.726921,-75.4928228
100050504081,38.6442262,-75.5019119
100050517012,38.5832684,-75.5518105
100050504072,38.6872104,-75.5321248
100050504051,38.6765995,-75.6275346
100050517011,38.5565174,-75.4304554
100050506011,38.6200751,-75.3832442
100050509042,38.7638806,-75.1376436
100050508072,38.7611452,-75.2141146
100030104004,39.7967783,-75.4778159
100030105025,39.7810673,-75.478273
100030166093,39.5196367,-75.7611661
100030139062,39.6630688,-75.6807619
100050512031,38.5370578,-75.0706582
100030112031,39.8279025,-75.4922684
100030147061,39.6479345,-75.712121
100030148032,39.6505417,-75.7783618
100030118003,39.7854188,-75.5895004
100030122004,39.7424828,-75.609538
100030158022,39.6906065,-75.5499834
100050519003,38.4893755,-75.5792185
100050508051,38.7244878,-75.3431884
100050501011,38.8535107,-75.4672938
100050509032,38.7792492,-75.1599592
100030163012,39.615623,-75.6877573
100030148112,39.551769,-75.7487311
100030162003,39.657867,-75.5896093
100030163011,39.6248303,-75.6717516
100050510083,38.7457401,-75.1364276
100050508083,38.7459164,-75.1906243
100050510113,38.7434476,-75.1608881
100050510112,38.7374503,-75.1555058
100010402013,39.3032936,-75.615776
100010411013,39.115014,-75.4800618
100010411011,39.1223833,-75.4879762
100050511011,38.7311516,-75.0815936
100030127002,39.7125539,-75.6183324
100030148102,39.5977172,-75.7333893
100050511033,38.7034089,-75.0759304
100030129003,39.7175486,-75.5880353
100030123002,39.7433797,-75.5883634
100010415002,39.1277496,-75.5410936
100010417021,39.1108318,-75.5154753
100010413001,39.1568557,-75.5158885
100050513112,38.4571787,-75.0822041
100059800001,38.7714155,-75.0953789
100050513111,38.4557224,-75.114704
100050505013,38.6960138,-75.4490853
100050518023,38.539412,-75.5816936
100050513071,38.5643352,-75.1083043
100050513081,38.5800695,-75.1320238
100050513131,38.5497984,-75.1004288
100050509051,38.7949654,-75.1547963
100030135062,39.7437568,-75.7415339
100030139011,39.6702988,-75.6934082
100030147034,39.6705361,-75.7167277
100030166082,39.4854558,-75.6104964
100030169012,39.3108244,-75.6881652
100030136081,39.7077814,-75.6915355
100030136082,39.710069,-75.6860648
100030162002,39.6618884,-75.5735998
100050513132,38.5367925,-75.0834709
100050513133,38.543489,-75.1160883
100050513141,38.5315705,-75.1025075
100050513142,38.5020485,-75.0862769
100050513122,38.4683432,-75.1558899
100030148082,39.6219408,-75.7337945
100030144042,39.6783482,-75.7770221
100030117003,39.7768766,-75.5614826
100030125004,39.7257682,-75.592966
100030154002,39.7085735,-75.5529584
100030139012,39.6752964,-75.6863919
110010095031,38.9479355,-76.9848043
110010095033,38.9395929,-76.9871791
110010095041,38.9377709,-76.9924868
110010021015,38.956277,-77.0260311
110010021022,38.9549474,-77.0103732
110010021023,38.955123,-77.0126217
110010021024,38.9549638,-77.0148064
110010099071,38.8808798,-76.9410573
110010013033,38.9439313,-77.0546907
110010038022,38.9242878,-77.0383925
110010025031,38.9402259,-77.0273973
110010044011,38.9188386,-77.0283161
110010044022,38.9154852,-77.0245655
110010031001,38.9284244,-77.0252847
110010008022,38.913383,-77.0828117
110010108006,38.8976453,-77.0449986
110010102025,38.8818197,-77.0271511
110010056022,38.8971821,-77.0515005
110010105004,38.883761,-77.0132383
110010108005,38.8950162,-77.0448929
110010023023,38.9352866,-77.0121256
110010095071,38.9584945,-76.9977787
110010095081,38.9557112,-76.9949901
110010095091,38.9505145,-76.9916956
110010079011,38.8976528,-76.9783805
110010079013,38.8950047,-76.9821991
110010079031,38.8964252,-76.9743021
110010080013,38.8941781,-76.9869423
110010080021,38.8911528,-76.9793598
110010095092,38.9478537,-76.9937232
110010095093,38.9494362,-76.9984204
110010096031,38.8914068,-76.9434021
110010096032,38.8919602,-76.9493332
110010022023,38.9507031,-77.0177163
110010005011,38.9285467,-77.0503551
110010075031,38.865383,-76.9877479
110010076041,38.8702202,-76.9694393
110010030002,38.9276802,-77.0298983
110010036003,38.9237056,-77.0283809
110010040023,38.9165234,-77.0450376
110010041001,38.915375,-77.0482323
110010042022,38.9145039,-77.0436869
110010099052,38.8843911,-76.922233
110010099051,38.8854844,-76.9261399
110010099061,38.8879464,-76.9359151
110010006001,38.9389044,-77.0635219
110010050012,38.9119294,-77.0308134
110010101001,38.9039457,-77.034953
110010107002,38.9070491,-77.0416668
110010065002,38.8830969,-77.0042745
110010066001,38.8887466,-76.9987468
110010067002,38.8873709,-76.9899824
110010011001,38.962359,-77.0771629
110010076033,38.8596786,-76.9556517
110010076034,38.855182,-76.9624741
110010076032,38.8592317,-76.9629146
110010076011,38.8731823,-76.9743516
110010076014,38.8701634,-76.9805316
110010076015,38.8719229,-76.9832087
110010076031,38.863505,-76.9514484
110010029001,38.9339782,-77.0281046
110010020023,38.9528931,-77.030495
110010046001,38.9091065,-77.0107234
110010009022,38.9281537,-77.1097114
110010078042,38.8954499,-76.929726
110010104003,38.8507684,-76.9978014
110010095082,38.953486,-76.9927938
110010077091,38.8780767,-76.9681067
110010077092,38.8736699,-76.9667257
110010078032,38.8962653,-76.9371881
110010078034,38.8952952,-76.940835
110010037012,38.9208488,-77.0346438
110010053023,38.9118184,-77.0399137
110010043003,38.9177188,-77.0355269
110010053022,38.9118678,-77.0374996
110010043004,38.9155443,-77.0332457
110010044021,38.9155449,-77.0294946
110010052023,38.9126086,-77.0332511
